id,geo_name,est_median_rent,moe_median_rent
8600000US31768,ZCTA5_31768,402.00,33.00
8600000US31771,ZCTA5_31771,444.00,45.00
8600000US31772,ZCTA5_31772,,
8600000US31773,ZCTA5_31773,442.00,65.00
8600000US31774,ZCTA5_31774,351.00,43.00
8600000US31775,ZCTA5_31775,421.00,170.00
8600000US31778,ZCTA5_31778,412.00,133.00
8600000US31779,ZCTA5_31779,437.00,47.00
8600000US31780,ZCTA5_31780,573.00,21.00
8600000US31781,ZCTA5_31781,497.00,86.00
8600000US31783,ZCTA5_31783,351.00,104.00
8600000US31784,ZCTA5_31784,428.00,12.00
8600000US31787,ZCTA5_31787,438.00,175.00
8600000US31788,ZCTA5_31788,449.00,46.00
8600000US31789,ZCTA5_31789,516.00,73.00
8600000US31790,ZCTA5_31790,462.00,55.00
8600000US31791,ZCTA5_31791,481.00,44.00
8600000US31792,ZCTA5_31792,622.00,32.00
8600000US31793,ZCTA5_31793,448.00,65.00
8600000US31794,ZCTA5_31794,485.00,31.00
8600000US31795,ZCTA5_31795,546.00,75.00
8600000US31796,ZCTA5_31796,478.00,67.00
8600000US31798,ZCTA5_31798,,
8600000US31801,ZCTA5_31801,442.00,361.00
8600000US31803,ZCTA5_31803,411.00,171.00
8600000US31804,ZCTA5_31804,,
8600000US31805,ZCTA5_31805,334.00,14.00
8600000US31806,ZCTA5_31806,453.00,92.00
8600000US31807,ZCTA5_31807,,
8600000US31808,ZCTA5_31808,1036.00,534.00
8600000US31810,ZCTA5_31810,,
8600000US31811,ZCTA5_31811,825.00,82.00
8600000US31812,ZCTA5_31812,,
8600000US31814,ZCTA5_31814,,
8600000US31815,ZCTA5_31815,198.00,100.00
8600000US31816,ZCTA5_31816,514.00,29.00
8600000US31820,ZCTA5_31820,1143.00,111.00
8600000US31821,ZCTA5_31821,,
8600000US31822,ZCTA5_31822,590.00,63.00
8600000US31823,ZCTA5_31823,,
8600000US31824,ZCTA5_31824,230.00,59.00
8600000US31825,ZCTA5_31825,377.00,70.00
8600000US31826,ZCTA5_31826,504.00,127.00
8600000US31827,ZCTA5_31827,328.00,115.00
8600000US31829,ZCTA5_31829,,
8600000US31830,ZCTA5_31830,501.00,107.00
8600000US31831,ZCTA5_31831,345.00,223.00
8600000US31832,ZCTA5_31832,,
8600000US31833,ZCTA5_31833,385.00,44.00
8600000US31836,ZCTA5_31836,360.00,75.00
8600000US31901,ZCTA5_31901,549.00,68.00
8600000US31903,ZCTA5_31903,519.00,27.00
8600000US31904,ZCTA5_31904,678.00,31.00
8600000US31905,ZCTA5_31905,1475.00,65.00
8600000US31906,ZCTA5_31906,592.00,22.00
8600000US31907,ZCTA5_31907,741.00,23.00
8600000US31909,ZCTA5_31909,918.00,22.00
8600000US32003,ZCTA5_32003,1351.00,65.00
8600000US32008,ZCTA5_32008,560.00,65.00
8600000US32009,ZCTA5_32009,541.00,374.00
8600000US32011,ZCTA5_32011,633.00,21.00
8600000US32024,ZCTA5_32024,818.00,134.00
8600000US32025,ZCTA5_32025,719.00,39.00
8600000US32026,ZCTA5_32026,,
8600000US32033,ZCTA5_32033,1281.00,464.00
8600000US32034,ZCTA5_32034,884.00,66.00
8600000US32038,ZCTA5_32038,586.00,88.00
8600000US32040,ZCTA5_32040,711.00,101.00
8600000US32043,ZCTA5_32043,796.00,59.00
8600000US32044,ZCTA5_32044,810.00,233.00
8600000US32046,ZCTA5_32046,685.00,181.00
8600000US32052,ZCTA5_32052,397.00,60.00
8600000US32053,ZCTA5_32053,551.00,118.00
8600000US32054,ZCTA5_32054,505.00,68.00
8600000US32055,ZCTA5_32055,598.00,61.00
8600000US32058,ZCTA5_32058,541.00,59.00
8600000US32059,ZCTA5_32059,595.00,74.00
8600000US32060,ZCTA5_32060,541.00,68.00
8600000US32061,ZCTA5_32061,,
8600000US32062,ZCTA5_32062,,
8600000US32063,ZCTA5_32063,683.00,90.00
8600000US32064,ZCTA5_32064,541.00,48.00
8600000US32065,ZCTA5_32065,1002.00,175.00
8600000US32066,ZCTA5_32066,472.00,42.00
8600000US32068,ZCTA5_32068,907.00,97.00
8600000US32071,ZCTA5_32071,518.00,37.00
8600000US32072,ZCTA5_32072,,
8600000US32073,ZCTA5_32073,962.00,36.00
8600000US32079,ZCTA5_32079,1409.00,155.00
8600000US32080,ZCTA5_32080,1136.00,49.00
8600000US32081,ZCTA5_32081,1817.00,131.00
8600000US32082,ZCTA5_32082,1314.00,98.00
8600000US32083,ZCTA5_32083,623.00,172.00
8600000US32084,ZCTA5_32084,892.00,82.00
8600000US32086,ZCTA5_32086,1102.00,126.00
8600000US32087,ZCTA5_32087,575.00,23.00
8600000US32091,ZCTA5_32091,565.00,54.00
8600000US32092,ZCTA5_32092,1523.00,175.00
8600000US32094,ZCTA5_32094,828.00,734.00
8600000US32095,ZCTA5_32095,1000.00,204.00
8600000US32096,ZCTA5_32096,343.00,245.00
8600000US32097,ZCTA5_32097,1126.00,61.00
8600000US32102,ZCTA5_32102,909.00,192.00
8600000US32110,ZCTA5_32110,728.00,86.00
8600000US32112,ZCTA5_32112,499.00,56.00
8600000US32113,ZCTA5_32113,,
8600000US32114,ZCTA5_32114,815.00,35.00
8600000US32117,ZCTA5_32117,890.00,48.00
8600000US32118,ZCTA5_32118,928.00,89.00
8600000US32119,ZCTA5_32119,927.00,48.00
8600000US32124,ZCTA5_32124,1476.00,425.00
8600000US32127,ZCTA5_32127,962.00,49.00
8600000US32128,ZCTA5_32128,1444.00,141.00
8600000US32129,ZCTA5_32129,1033.00,53.00
8600000US32130,ZCTA5_32130,787.00,100.00
8600000US32131,ZCTA5_32131,627.00,44.00
8600000US32132,ZCTA5_32132,699.00,40.00
8600000US32133,ZCTA5_32133,,
8600000US32134,ZCTA5_32134,504.00,51.00
8600000US32136,ZCTA5_32136,1047.00,133.00
8600000US32137,ZCTA5_32137,1171.00,44.00
8600000US32139,ZCTA5_32139,,
8600000US32140,ZCTA5_32140,,
8600000US32141,ZCTA5_32141,886.00,167.00
8600000US32145,ZCTA5_32145,713.00,86.00
8600000US32147,ZCTA5_32147,,
8600000US32148,ZCTA5_32148,480.00,28.00
8600000US32157,ZCTA5_32157,710.00,39.00
8600000US32159,ZCTA5_32159,917.00,47.00
8600000US32162,ZCTA5_32162,1333.00,118.00
8600000US32164,ZCTA5_32164,1170.00,42.00
8600000US32168,ZCTA5_32168,1016.00,148.00
8600000US32169,ZCTA5_32169,1201.00,104.00
8600000US32174,ZCTA5_32174,952.00,44.00
8600000US32176,ZCTA5_32176,990.00,79.00
8600000US32177,ZCTA5_32177,632.00,40.00
8600000US32179,ZCTA5_32179,703.00,195.00
8600000US32180,ZCTA5_32180,777.00,309.00
8600000US32181,ZCTA5_32181,549.00,121.00
8600000US32187,ZCTA5_32187,,
8600000US32189,ZCTA5_32189,499.00,120.00
8600000US32190,ZCTA5_32190,525.00,42.00
8600000US32193,ZCTA5_32193,668.00,71.00
8600000US32195,ZCTA5_32195,1290.00,689.00
8600000US32202,ZCTA5_32202,732.00,314.00
8600000US32204,ZCTA5_32204,861.00,28.00
8600000US32205,ZCTA5_32205,808.00,25.00
8600000US32206,ZCTA5_32206,585.00,34.00
8600000US32207,ZCTA5_32207,800.00,34.00
8600000US32208,ZCTA5_32208,735.00,27.00
8600000US32209,ZCTA5_32209,619.00,29.00
8600000US32210,ZCTA5_32210,820.00,29.00
8600000US32211,ZCTA5_32211,773.00,35.00
8600000US32212,ZCTA5_32212,1689.00,58.00
8600000US32216,ZCTA5_32216,925.00,46.00
8600000US32217,ZCTA5_32217,812.00,45.00
8600000US32218,ZCTA5_32218,944.00,27.00
8600000US32219,ZCTA5_32219,664.00,114.00
8600000US32220,ZCTA5_32220,809.00,107.00
8600000US32221,ZCTA5_32221,1087.00,49.00
8600000US32222,ZCTA5_32222,1056.00,143.00
8600000US32223,ZCTA5_32223,1136.00,41.00
8600000US32224,ZCTA5_32224,1166.00,38.00
8600000US32225,ZCTA5_32225,1168.00,47.00
8600000US32226,ZCTA5_32226,1379.00,61.00
8600000US32227,ZCTA5_32227,1682.00,53.00
8600000US32228,ZCTA5_32228,,
8600000US32233,ZCTA5_32233,1084.00,38.00
8600000US32234,ZCTA5_32234,605.00,171.00
8600000US32244,ZCTA5_32244,961.00,43.00
8600000US32246,ZCTA5_32246,1105.00,57.00
8600000US32250,ZCTA5_32250,1307.00,107.00
8600000US32254,ZCTA5_32254,675.00,64.00
8600000US32256,ZCTA5_32256,1127.00,27.00
8600000US32257,ZCTA5_32257,981.00,31.00
8600000US32258,ZCTA5_32258,1392.00,77.00
8600000US32259,ZCTA5_32259,1692.00,68.00
8600000US32266,ZCTA5_32266,1160.00,129.00
8600000US32277,ZCTA5_32277,877.00,31.00
8600000US32301,ZCTA5_32301,811.00,24.00
8600000US32303,ZCTA5_32303,877.00,33.00
8600000US32304,ZCTA5_32304,779.00,27.00
8600000US32305,ZCTA5_32305,626.00,99.00
8600000US32308,ZCTA5_32308,933.00,39.00
8600000US32309,ZCTA5_32309,910.00,77.00
8600000US32310,ZCTA5_32310,621.00,42.00
8600000US32311,ZCTA5_32311,1067.00,45.00
8600000US32312,ZCTA5_32312,1070.00,108.00
8600000US32317,ZCTA5_32317,1085.00,157.00
8600000US32320,ZCTA5_32320,565.00,110.00
8600000US32321,ZCTA5_32321,534.00,69.00
8600000US32322,ZCTA5_32322,563.00,76.00
8600000US32323,ZCTA5_32323,,
8600000US32324,ZCTA5_32324,457.00,146.00
8600000US32327,ZCTA5_32327,750.00,36.00
8600000US32328,ZCTA5_32328,645.00,169.00
8600000US32330,ZCTA5_32330,483.00,81.00
8600000US32331,ZCTA5_32331,475.00,129.00
8600000US32332,ZCTA5_32332,,
8600000US32333,ZCTA5_32333,503.00,140.00
8600000US32334,ZCTA5_32334,563.00,166.00
8600000US32336,ZCTA5_32336,,
8600000US32340,ZCTA5_32340,488.00,74.00
8600000US32343,ZCTA5_32343,712.00,100.00
8600000US32344,ZCTA5_32344,580.00,58.00
8600000US32346,ZCTA5_32346,1583.00,1281.00
8600000US32347,ZCTA5_32347,503.00,72.00
8600000US32348,ZCTA5_32348,564.00,98.00
8600000US32350,ZCTA5_32350,601.00,358.00
8600000US32351,ZCTA5_32351,437.00,24.00
8600000US32352,ZCTA5_32352,517.00,118.00
8600000US32355,ZCTA5_32355,713.00,284.00
8600000US32356,ZCTA5_32356,,
8600000US32358,ZCTA5_32358,679.00,59.00
8600000US32359,ZCTA5_32359,,
8600000US32361,ZCTA5_32361,,
8600000US32399,ZCTA5_32399,,
8600000US32401,ZCTA5_32401,722.00,27.00
8600000US32403,ZCTA5_32403,1699.00,46.00
8600000US32404,ZCTA5_32404,765.00,44.00
8600000US32405,ZCTA5_32405,879.00,58.00
8600000US32407,ZCTA5_32407,1294.00,111.00
8600000US32408,ZCTA5_32408,920.00,40.00
8600000US32409,ZCTA5_32409,620.00,547.00
8600000US32410,ZCTA5_32410,1120.00,131.00
8600000US32413,ZCTA5_32413,1033.00,100.00
8600000US32420,ZCTA5_32420,512.00,105.00
8600000US32421,ZCTA5_32421,431.00,49.00
8600000US32423,ZCTA5_32423,1351.00,314.00
8600000US32424,ZCTA5_32424,425.00,71.00
8600000US32425,ZCTA5_32425,490.00,74.00
8600000US32426,ZCTA5_32426,278.00,91.00
8600000US32427,ZCTA5_32427,384.00,132.00
8600000US32428,ZCTA5_32428,491.00,57.00
8600000US32430,ZCTA5_32430,,
8600000US32431,ZCTA5_32431,430.00,50.00
8600000US32432,ZCTA5_32432,,
8600000US32433,ZCTA5_32433,599.00,42.00
8600000US32435,ZCTA5_32435,610.00,75.00
8600000US32437,ZCTA5_32437,502.00,388.00
8600000US32438,ZCTA5_32438,231.00,15.00
8600000US32439,ZCTA5_32439,878.00,175.00
8600000US32440,ZCTA5_32440,484.00,64.00
8600000US32442,ZCTA5_32442,470.00,63.00
8600000US32443,ZCTA5_32443,479.00,22.00
8600000US32444,ZCTA5_32444,1131.00,135.00
8600000US32445,ZCTA5_32445,444.00,25.00
8600000US32446,ZCTA5_32446,553.00,23.00
8600000US32447,ZCTA5_32447,,
8600000US32448,ZCTA5_32448,431.00,23.00
8600000US32449,ZCTA5_32449,,
8600000US32455,ZCTA5_32455,529.00,81.00
8600000US32456,ZCTA5_32456,905.00,216.00
8600000US32459,ZCTA5_32459,1456.00,142.00
8600000US32460,ZCTA5_32460,532.00,63.00
8600000US32461,ZCTA5_32461,,
8600000US32462,ZCTA5_32462,399.00,160.00
8600000US32463,ZCTA5_32463,429.00,28.00
8600000US32464,ZCTA5_32464,336.00,298.00
8600000US32465,ZCTA5_32465,535.00,148.00
8600000US32466,ZCTA5_32466,1100.00,517.00
8600000US32501,ZCTA5_32501,588.00,64.00
8600000US32502,ZCTA5_32502,791.00,49.00
8600000US32503,ZCTA5_32503,746.00,34.00
8600000US32504,ZCTA5_32504,863.00,27.00
8600000US32505,ZCTA5_32505,672.00,34.00
8600000US32506,ZCTA5_32506,843.00,32.00
8600000US32507,ZCTA5_32507,766.00,41.00
8600000US32508,ZCTA5_32508,1351.00,43.00
8600000US32509,ZCTA5_32509,,
8600000US32511,ZCTA5_32511,,
8600000US32514,ZCTA5_32514,885.00,34.00
8600000US32526,ZCTA5_32526,894.00,38.00
8600000US32530,ZCTA5_32530,,
8600000US32531,ZCTA5_32531,531.00,503.00
8600000US32533,ZCTA5_32533,777.00,118.00
8600000US32534,ZCTA5_32534,867.00,42.00
8600000US32535,ZCTA5_32535,411.00,60.00
8600000US32536,ZCTA5_32536,946.00,67.00
8600000US32539,ZCTA5_32539,830.00,50.00
8600000US32541,ZCTA5_32541,1425.00,50.00
8600000US32542,ZCTA5_32542,1595.00,89.00
8600000US32544,ZCTA5_32544,1443.00,112.00
8600000US32547,ZCTA5_32547,895.00,40.00
8600000US32548,ZCTA5_32548,855.00,28.00
8600000US32550,ZCTA5_32550,1528.00,633.00
8600000US32561,ZCTA5_32561,1164.00,280.00
8600000US32563,ZCTA5_32563,1114.00,57.00
8600000US32564,ZCTA5_32564,941.00,110.00
8600000US32565,ZCTA5_32565,738.00,84.00
8600000US32566,ZCTA5_32566,1237.00,109.00
8600000US32567,ZCTA5_32567,383.00,310.00
8600000US32568,ZCTA5_32568,495.00,264.00
8600000US32569,ZCTA5_32569,875.00,80.00
8600000US32570,ZCTA5_32570,795.00,86.00
8600000US32571,ZCTA5_32571,779.00,46.00
8600000US32577,ZCTA5_32577,702.00,276.00
8600000US32578,ZCTA5_32578,1166.00,90.00
8600000US32579,ZCTA5_32579,1146.00,82.00
8600000US32580,ZCTA5_32580,802.00,100.00
8600000US32583,ZCTA5_32583,825.00,98.00
8600000US32601,ZCTA5_32601,764.00,25.00
8600000US32603,ZCTA5_32603,825.00,88.00
8600000US32605,ZCTA5_32605,1043.00,92.00
8600000US32606,ZCTA5_32606,1103.00,51.00
8600000US32607,ZCTA5_32607,826.00,44.00
8600000US32608,ZCTA5_32608,908.00,33.00
8600000US32609,ZCTA5_32609,745.00,71.00
8600000US32612,ZCTA5_32612,,
8600000US32615,ZCTA5_32615,867.00,138.00
8600000US32616,ZCTA5_32616,641.00,233.00
8600000US32617,ZCTA5_32617,538.00,180.00
8600000US32618,ZCTA5_32618,499.00,99.00
8600000US32619,ZCTA5_32619,515.00,65.00
8600000US32621,ZCTA5_32621,508.00,55.00
8600000US32622,ZCTA5_32622,588.00,193.00
8600000US32625,ZCTA5_32625,538.00,502.00
8600000US32626,ZCTA5_32626,539.00,94.00
8600000US32628,ZCTA5_32628,394.00,198.00
8600000US32631,ZCTA5_32631,,
8600000US32639,ZCTA5_32639,,
8600000US32640,ZCTA5_32640,650.00,114.00
8600000US32641,ZCTA5_32641,686.00,146.00
8600000US32643,ZCTA5_32643,749.00,121.00
8600000US32648,ZCTA5_32648,,
8600000US32653,ZCTA5_32653,726.00,18.00
8600000US32656,ZCTA5_32656,706.00,81.00
8600000US32658,ZCTA5_32658,,
8600000US32664,ZCTA5_32664,,
8600000US32666,ZCTA5_32666,775.00,662.00
8600000US32667,ZCTA5_32667,706.00,146.00
8600000US32668,ZCTA5_32668,743.00,229.00
8600000US32669,ZCTA5_32669,816.00,103.00
8600000US32680,ZCTA5_32680,516.00,41.00
8600000US32681,ZCTA5_32681,,
8600000US32683,ZCTA5_32683,,
8600000US32686,ZCTA5_32686,516.00,43.00
8600000US32692,ZCTA5_32692,,
8600000US32693,ZCTA5_32693,535.00,47.00
8600000US32694,ZCTA5_32694,446.00,135.00
8600000US32696,ZCTA5_32696,573.00,90.00
8600000US32697,ZCTA5_32697,593.00,180.00
8600000US32701,ZCTA5_32701,1096.00,31.00
8600000US32702,ZCTA5_32702,2399.00,466.00
8600000US32703,ZCTA5_32703,996.00,44.00
8600000US32707,ZCTA5_32707,1060.00,49.00
8600000US32708,ZCTA5_32708,1191.00,46.00
8600000US32709,ZCTA5_32709,,
8600000US32712,ZCTA5_32712,1262.00,93.00
8600000US32713,ZCTA5_32713,1014.00,84.00
8600000US32714,ZCTA5_32714,1113.00,30.00
8600000US32720,ZCTA5_32720,792.00,44.00
8600000US32724,ZCTA5_32724,879.00,43.00
8600000US32725,ZCTA5_32725,985.00,66.00
8600000US32726,ZCTA5_32726,700.00,61.00
8600000US32730,ZCTA5_32730,988.00,59.00
8600000US32732,ZCTA5_32732,923.00,650.00
8600000US32735,ZCTA5_32735,1098.00,146.00
8600000US32736,ZCTA5_32736,742.00,282.00
8600000US32738,ZCTA5_32738,1026.00,49.00
8600000US32744,ZCTA5_32744,761.00,52.00
8600000US32746,ZCTA5_32746,1397.00,46.00
8600000US32750,ZCTA5_32750,1110.00,94.00
8600000US32751,ZCTA5_32751,1252.00,96.00
8600000US32754,ZCTA5_32754,776.00,57.00
8600000US32757,ZCTA5_32757,925.00,50.00
8600000US32759,ZCTA5_32759,877.00,132.00
8600000US32763,ZCTA5_32763,1020.00,79.00
8600000US32764,ZCTA5_32764,,
8600000US32765,ZCTA5_32765,1407.00,61.00
8600000US32766,ZCTA5_32766,1772.00,504.00
8600000US32767,ZCTA5_32767,932.00,250.00
8600000US32771,ZCTA5_32771,1069.00,36.00
8600000US32773,ZCTA5_32773,993.00,62.00
8600000US32776,ZCTA5_32776,858.00,393.00
8600000US32778,ZCTA5_32778,814.00,46.00
8600000US32779,ZCTA5_32779,1374.00,87.00
8600000US32780,ZCTA5_32780,822.00,41.00
8600000US32784,ZCTA5_32784,675.00,201.00
8600000US32789,ZCTA5_32789,1192.00,43.00
8600000US32792,ZCTA5_32792,1148.00,25.00
8600000US32796,ZCTA5_32796,771.00,60.00
8600000US32798,ZCTA5_32798,,
8600000US32801,ZCTA5_32801,1285.00,104.00
8600000US32803,ZCTA5_32803,1263.00,75.00
8600000US32804,ZCTA5_32804,1146.00,70.00
8600000US32805,ZCTA5_32805,658.00,44.00
8600000US32806,ZCTA5_32806,1094.00,32.00
8600000US32807,ZCTA5_32807,983.00,29.00
8600000US32808,ZCTA5_32808,872.00,24.00
8600000US32809,ZCTA5_32809,924.00,26.00
8600000US32810,ZCTA5_32810,1049.00,59.00
8600000US32811,ZCTA5_32811,1020.00,35.00
8600000US32812,ZCTA5_32812,1061.00,28.00
8600000US32814,ZCTA5_32814,1773.00,126.00
8600000US32817,ZCTA5_32817,1169.00,39.00
8600000US32818,ZCTA5_32818,933.00,52.00
8600000US32819,ZCTA5_32819,1353.00,80.00
8600000US32820,ZCTA5_32820,1203.00,676.00
8600000US32821,ZCTA5_32821,1305.00,41.00
8600000US32822,ZCTA5_32822,1105.00,38.00
8600000US32824,ZCTA5_32824,1279.00,72.00
8600000US32825,ZCTA5_32825,1198.00,76.00
8600000US32826,ZCTA5_32826,1044.00,137.00
8600000US32827,ZCTA5_32827,1626.00,129.00
8600000US32828,ZCTA5_32828,1467.00,90.00
8600000US32829,ZCTA5_32829,1368.00,40.00
8600000US32830,ZCTA5_32830,,
8600000US32831,ZCTA5_32831,,
8600000US32832,ZCTA5_32832,1552.00,89.00
8600000US32833,ZCTA5_32833,952.00,153.00
8600000US32835,ZCTA5_32835,1200.00,33.00
8600000US32836,ZCTA5_32836,1586.00,192.00
8600000US32837,ZCTA5_32837,1326.00,39.00
8600000US32839,ZCTA5_32839,983.00,35.00
8600000US32901,ZCTA5_32901,919.00,53.00
8600000US32903,ZCTA5_32903,1242.00,103.00
8600000US32904,ZCTA5_32904,1200.00,65.00
8600000US32905,ZCTA5_32905,895.00,38.00
8600000US32907,ZCTA5_32907,946.00,78.00
8600000US32908,ZCTA5_32908,906.00,182.00
8600000US32909,ZCTA5_32909,983.00,135.00
8600000US32920,ZCTA5_32920,761.00,75.00
8600000US32922,ZCTA5_32922,687.00,59.00
8600000US32925,ZCTA5_32925,1454.00,55.00
8600000US32926,ZCTA5_32926,830.00,45.00
8600000US32927,ZCTA5_32927,869.00,50.00
8600000US32931,ZCTA5_32931,1125.00,121.00
8600000US32934,ZCTA5_32934,1267.00,250.00
8600000US32935,ZCTA5_32935,950.00,26.00
8600000US32937,ZCTA5_32937,1225.00,91.00
8600000US32940,ZCTA5_32940,1378.00,93.00
8600000US32948,ZCTA5_32948,662.00,112.00
8600000US32949,ZCTA5_32949,1653.00,1616.00
8600000US32950,ZCTA5_32950,1045.00,343.00
8600000US32951,ZCTA5_32951,1369.00,118.00
8600000US32952,ZCTA5_32952,881.00,72.00
8600000US32953,ZCTA5_32953,945.00,125.00
8600000US32955,ZCTA5_32955,1166.00,81.00
8600000US32958,ZCTA5_32958,890.00,112.00
8600000US32960,ZCTA5_32960,773.00,27.00
8600000US32962,ZCTA5_32962,847.00,35.00
8600000US32963,ZCTA5_32963,1199.00,236.00
8600000US32966,ZCTA5_32966,1016.00,68.00
8600000US32967,ZCTA5_32967,788.00,87.00
8600000US32968,ZCTA5_32968,1249.00,220.00
8600000US32970,ZCTA5_32970,,
8600000US32976,ZCTA5_32976,760.00,187.00
8600000US33001,ZCTA5_33001,2014.00,751.00
8600000US33004,ZCTA5_33004,1151.00,59.00
8600000US33009,ZCTA5_33009,1172.00,38.00
8600000US33010,ZCTA5_33010,958.00,26.00
8600000US33012,ZCTA5_33012,1108.00,24.00
8600000US33013,ZCTA5_33013,1043.00,74.00
8600000US33014,ZCTA5_33014,1200.00,33.00
8600000US33015,ZCTA5_33015,1347.00,40.00
8600000US33016,ZCTA5_33016,1252.00,42.00
8600000US33018,ZCTA5_33018,1471.00,50.00
8600000US33019,ZCTA5_33019,1436.00,79.00
8600000US33020,ZCTA5_33020,1060.00,37.00
8600000US33021,ZCTA5_33021,1266.00,61.00
8600000US33023,ZCTA5_33023,1156.00,40.00
8600000US33024,ZCTA5_33024,1280.00,49.00
8600000US33025,ZCTA5_33025,1350.00,52.00
8600000US33026,ZCTA5_33026,1542.00,181.00
8600000US33027,ZCTA5_33027,1306.00,133.00
8600000US33028,ZCTA5_33028,2023.00,115.00
8600000US33029,ZCTA5_33029,2235.00,467.00
8600000US33030,ZCTA5_33030,887.00,56.00
8600000US33031,ZCTA5_33031,1720.00,954.00
8600000US33032,ZCTA5_33032,1157.00,46.00
8600000US33033,ZCTA5_33033,1205.00,70.00
8600000US33034,ZCTA5_33034,911.00,118.00
8600000US33035,ZCTA5_33035,1365.00,58.00
8600000US33036,ZCTA5_33036,1227.00,332.00
8600000US33037,ZCTA5_33037,1508.00,170.00
8600000US33039,ZCTA5_33039,,
8600000US33040,ZCTA5_33040,1696.00,66.00
8600000US33042,ZCTA5_33042,1702.00,242.00
8600000US33043,ZCTA5_33043,1638.00,211.00
8600000US33050,ZCTA5_33050,1209.00,82.00
8600000US33051,ZCTA5_33051,1234.00,194.00
8600000US33054,ZCTA5_33054,883.00,73.00
8600000US33055,ZCTA5_33055,1117.00,92.00
8600000US33056,ZCTA5_33056,1172.00,53.00
8600000US33060,ZCTA5_33060,1047.00,37.00
8600000US33062,ZCTA5_33062,1342.00,117.00
8600000US33063,ZCTA5_33063,1306.00,49.00
8600000US33064,ZCTA5_33064,1226.00,40.00
8600000US33065,ZCTA5_33065,1315.00,43.00
8600000US33066,ZCTA5_33066,1207.00,121.00
8600000US33067,ZCTA5_33067,1648.00,98.00
8600000US33068,ZCTA5_33068,1331.00,38.00
8600000US33069,ZCTA5_33069,1208.00,39.00
8600000US33070,ZCTA5_33070,1593.00,173.00
8600000US33071,ZCTA5_33071,1521.00,85.00
8600000US33073,ZCTA5_33073,1699.00,77.00
8600000US33076,ZCTA5_33076,2370.00,283.00
8600000US33101,ZCTA5_33101,,
8600000US33109,ZCTA5_33109,,
8600000US33122,ZCTA5_33122,2190.00,75.00
8600000US33125,ZCTA5_33125,961.00,31.00
8600000US33126,ZCTA5_33126,1199.00,30.00
8600000US33127,ZCTA5_33127,921.00,45.00
8600000US33128,ZCTA5_33128,881.00,75.00
8600000US33129,ZCTA5_33129,2027.00,162.00
8600000US33130,ZCTA5_33130,1143.00,54.00
8600000US33131,ZCTA5_33131,2259.00,64.00
8600000US33132,ZCTA5_33132,1955.00,77.00
8600000US33133,ZCTA5_33133,1476.00,104.00
8600000US33134,ZCTA5_33134,1378.00,83.00
8600000US33135,ZCTA5_33135,965.00,24.00
8600000US33136,ZCTA5_33136,875.00,62.00
8600000US33137,ZCTA5_33137,1685.00,80.00
8600000US33138,ZCTA5_33138,1045.00,51.00
8600000US33139,ZCTA5_33139,1412.00,49.00
8600000US33140,ZCTA5_33140,1594.00,163.00
8600000US33141,ZCTA5_33141,1322.00,33.00
8600000US33142,ZCTA5_33142,847.00,31.00
8600000US33143,ZCTA5_33143,1368.00,53.00
8600000US33144,ZCTA5_33144,1263.00,83.00
8600000US33145,ZCTA5_33145,1355.00,99.00
8600000US33146,ZCTA5_33146,2164.00,167.00
8600000US33147,ZCTA5_33147,957.00,46.00
8600000US33149,ZCTA5_33149,2484.00,235.00
8600000US33150,ZCTA5_33150,835.00,76.00
8600000US33154,ZCTA5_33154,1616.00,143.00
8600000US33155,ZCTA5_33155,1531.00,131.00
8600000US33156,ZCTA5_33156,1620.00,128.00
8600000US33157,ZCTA5_33157,1125.00,32.00
8600000US33158,ZCTA5_33158,2205.00,969.00
8600000US33160,ZCTA5_33160,1496.00,58.00
8600000US33161,ZCTA5_33161,1072.00,26.00
8600000US33162,ZCTA5_33162,1083.00,35.00
8600000US33165,ZCTA5_33165,1316.00,63.00
8600000US33166,ZCTA5_33166,1264.00,87.00
8600000US33167,ZCTA5_33167,1038.00,58.00
8600000US33168,ZCTA5_33168,1080.00,113.00
8600000US33169,ZCTA5_33169,1091.00,36.00
8600000US33170,ZCTA5_33170,1046.00,93.00
8600000US33172,ZCTA5_33172,1508.00,42.00
8600000US33173,ZCTA5_33173,1499.00,71.00
8600000US33174,ZCTA5_33174,1259.00,77.00
8600000US33175,ZCTA5_33175,1521.00,91.00
8600000US33176,ZCTA5_33176,1334.00,49.00
8600000US33177,ZCTA5_33177,1437.00,63.00
8600000US33178,ZCTA5_33178,1996.00,60.00
8600000US33179,ZCTA5_33179,1199.00,42.00
8600000US33180,ZCTA5_33180,1901.00,95.00
8600000US33181,ZCTA5_33181,1167.00,58.00
8600000US33182,ZCTA5_33182,1735.00,70.00
8600000US33183,ZCTA5_33183,1415.00,30.00
8600000US33184,ZCTA5_33184,1542.00,274.00
8600000US33185,ZCTA5_33185,2201.00,65.00
8600000US33186,ZCTA5_33186,1664.00,51.00
8600000US33187,ZCTA5_33187,1813.00,357.00
8600000US33189,ZCTA5_33189,1182.00,130.00
8600000US33190,ZCTA5_33190,1254.00,73.00
8600000US33193,ZCTA5_33193,1373.00,33.00
8600000US33194,ZCTA5_33194,1910.00,339.00
8600000US33196,ZCTA5_33196,1725.00,49.00
8600000US33301,ZCTA5_33301,1898.00,135.00
8600000US33304,ZCTA5_33304,1219.00,60.00
